date,equity
2019-09-13,222642905.79
2019-09-30,222230676.58
2019-09-30,221384798.91
2019-09-30,218703075.94
2019-09-30,218364193.95
2019-10-04,217819735.73
2019-10-04,217819735.73
2019-10-04,217819735.73
2019-10-04,217819735.73
2019-10-04,217819735.73
2019-10-04,217819735.73
2019-10-18,215641179.71
2019-10-18,216502233.18
2019-10-18,216652217.60
2019-10-18,216652217.60
2019-10-18,216652217.60
2019-10-18,216652217.60
2019-10-31,216471213.76
2019-10-31,213969860.67
2019-10-31,213251261.86
2019-10-31,212477823.93
2019-11-01,212477823.93
2019-11-01,212477823.93
2019-11-01,212477823.93
2019-11-01,212477823.93
2019-11-15,213876780.10
2019-11-15,213876780.10
2019-11-22,214050865.62
2019-11-22,214050865.62
2019-11-30,212393453.82
2019-11-30,211634736.51
2019-11-30,211124702.63
2019-12-06,211124702.63
2019-12-06,211124702.63
2019-12-06,211124702.63
2019-12-13,210824838.93
2019-12-13,210824838.93
2019-12-31,209895739.90
2020-01-03,209895739.90
2020-01-10,206624989.28
2020-01-10,205938194.47
2020-01-10,205938194.47
2020-01-10,205938194.47
2020-01-31,204900321.09
2020-01-31,204211851.58
2020-01-31,203974611.42
2020-01-31,203856784.98
2020-01-31,203270269.37
2020-01-31,209372372.12
2020-01-31,208858795.88
2020-01-31,207701575.68
2020-01-31,208366451.56
2020-01-31,208057035.81
2020-01-31,208288806.59
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-01-31,207809782.23
2020-02-21,208034096.92
2020-02-21,207749867.81
2020-02-21,207749867.81
2020-02-21,207749867.81
2020-02-28,208429857.69
2020-02-28,207591469.97
2020-02-28,209489757.38
2020-02-28,210600380.81
2020-02-28,209967688.00
2020-02-28,208511144.70
2020-02-28,208511144.70
2020-02-28,208511144.70
2020-02-28,208511144.70
2020-02-28,208511144.70
2020-02-28,208511144.70
2020-02-28,208511144.70
2020-02-29,212588620.11
2020-02-29,211386703.40
2020-03-06,211386703.40
2020-03-06,211386703.40
2020-03-13,208927931.67
2020-03-13,207640285.21
2020-03-13,206024789.89
2020-03-13,203866241.39
2020-03-13,203373061.17
2020-03-13,199947593.21
2020-03-13,196998071.04
2020-03-13,195199801.66
2020-03-13,193557981.71
2020-03-13,191428127.96
2020-03-13,190171445.28
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-13,189545564.87
2020-03-20,188919749.41
2020-03-20,188549270.89
2020-03-20,186437253.70
2020-03-20,181788431.40
2020-03-20,180422379.31
2020-03-20,179380769.55
2020-03-20,177847470.11
2020-03-20,177847470.11
2020-03-20,177847470.11
2020-03-20,177847470.11
2020-03-20,177847470.11
2020-03-20,177847470.11
2020-03-20,177847470.11
2020-03-20,177847470.11
2020-03-27,178162418.45
2020-03-27,178787992.82
2020-03-27,178787992.82
2020-03-27,178787992.82
2020-03-31,178800803.21
2020-03-31,175908140.87
2020-03-31,172588143.53
2020-03-31,170199592.71
2020-03-31,169612345.78
2020-03-31,169182819.25
2020-04-03,168795537.53
2020-04-03,168795537.53
2020-04-03,168795537.53
2020-04-03,168795537.53
2020-04-03,168795537.53
2020-04-03,168795537.53
2020-04-03,168795537.53
2020-04-03,168795537.53
2020-04-30,169591081.64
2020-04-30,168847742.24
2020-05-01,167886884.66
2020-05-01,167886884.66
2020-05-01,167886884.66
2020-05-01,167886884.66
2020-05-29,167169656.28
2020-05-29,167169656.28
2020-05-31,165888752.65
2020-06-05,165888752.65
2020-06-12,164478252.53
